Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
A0A078BHF1	unreviewed	Cobalamin adenosyltransferase	554131	Thiomonas sp. CB2	197	IPR029499	5..182
A0A078LC05	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	545	Citrobacter koseri	335	IPR029499	2..180
A0A078LSE7	unreviewed	Corrinoid adenosyltransferase	1499686	Pseudomonas saudiphocaensis	192	IPR029499	4..187
A0A078M645	unreviewed	Corrinoid adenosyltransferase	1461583	Metalysinibacillus saudimassiliensis	186	IPR029499	2..180
A0A078M7W4	unreviewed	Corrinoid adenosyltransferase	1461581	Pseudomonas saudimassiliensis	183	IPR029499	30..166
A0A078M929	unreviewed	Corrinoid adenosyltransferase	1461581	Pseudomonas saudimassiliensis	188	IPR029499	4..181
A0A078QI78	unreviewed	Corrinoid adenosyltransferase	1339350	Phocaeicola vulgatus str. 3775 SL(B) 10 (iv)	191	IPR029499	2..181
A0A078R4E3	unreviewed	Corrinoid adenosyltransferase	1339350	Phocaeicola vulgatus str. 3775 SL(B) 10 (iv)	187	IPR029499	2..184
A0A078RXL3	unreviewed	Corrinoid adenosyltransferase	1339349	Bacteroides uniformis str. 3978 T3 ii	189	IPR029499	2..180
A0A078S2L9	unreviewed	Corrinoid adenosyltransferase	1339349	Bacteroides uniformis str. 3978 T3 ii	184	IPR029499	2..181
A0A080LZX1	unreviewed	Cobalamin adenosyltransferase	327160	Candidatus Accumulibacter phosphatis	186	IPR029499	4..178
A0A080MFE1	unreviewed	Cobalamin adenosyltransferase	2954383	Candidatus Accumulibacter cognatus	186	IPR029499	4..178
A0A081AWF9	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1317066	Phytophthora nicotianae P1976	224	IPR029499	22..212
A0A081B8U0	unreviewed	Corrinoid adenosyltransferase	1333998	Tepidicaulis marinus	196	IPR029499	5..190
A0A081BWM0	unreviewed	Corrinoid adenosyltransferase	1499967	Vecturithrix granuli	187	IPR029499	2..179
A0A081D1Z4	unreviewed	Corrinoid adenosyltransferase	1368415	Agrobacterium rubi TR3 = NBRC 13261	195	IPR029499	3..182
A0A081DAI0	unreviewed	Corrinoid adenosyltransferase	906888	Nonlabens ulvanivorans	190	IPR029499	2..185
A0A081FXI5	unreviewed	Corrinoid adenosyltransferase	1232683	Marinobacterium lacunae	204	IPR029499	4..181
A0A081I010	unreviewed	Corrinoid adenosyltransferase	1324269	Mycobacterium sp. TKK-01-0059	194	IPR029499	4..179
A0A081K5K4	unreviewed	Corrinoid adenosyltransferase	305900	Endozoicomonas elysicola	194	IPR029499	3..186
A0A081K946	unreviewed	Corrinoid adenosyltransferase	305900	Endozoicomonas elysicola	204	IPR029499	4..190
A0A081LFY3	unreviewed	Corrinoid adenosyltransferase	1178540	Bacillus zhangzhouensis	189	IPR029499	2..182
A0A081N461	unreviewed	Corrinoid adenosyltransferase	1027273	Endozoicomonas montiporae	195	IPR029499	4..188
A0A081NM19	unreviewed	Corrinoid adenosyltransferase	1137799	Endozoicomonas numazuensis	196	IPR029499	4..187
A0A081NZ07	unreviewed	Corrinoid adenosyltransferase	1501230	Paenibacillus tyrfis	189	IPR029499	2..180
A0A081PKB4	unreviewed	Corrinoid adenosyltransferase	1358423	Pedobacter antarcticus 4BY	182	IPR029499	2..178
A0A081RBM5	unreviewed	Corrinoid adenosyltransferase	46429	Sphingobium chlorophenolicum	189	IPR029499	3..183
A0A081UFM0	unreviewed	Corrinoid adenosyltransferase	817	Bacteroides fragilis	187	IPR029499	2..184
A0A081XPL2	unreviewed	Corrinoid adenosyltransferase	55952	Streptomyces toyocaensis	190	IPR029499	4..180
A0A084DL99	unreviewed	Cobalamin adenosyltransferase	1506588	Burkholderia sp. MSh2	183	IPR029499	4..179
A0A084ETS9	unreviewed	Corrinoid adenosyltransferase	13690	Sphingobium yanoikuyae	191	IPR029499	3..183
A0A084H0I6	unreviewed	Corrinoid adenosyltransferase	246786	Metabacillus indicus	192	IPR029499	2..182
A0A084JJS6	unreviewed	Corrinoid adenosyltransferase	29354	Lacrimispora celerecrescens	192	IPR029499	2..178
A0A084SXY2	unreviewed	Corrinoid adenosyltransferase	1406225	Archangium violaceum Cb vi76	186	IPR029499	2..179
A0A084TJ41	unreviewed	Corrinoid adenosyltransferase	1197477	Mangrovimonas yunxiaonensis	190	IPR029499	2..185
A0A084U7L5	unreviewed	Corrinoid adenosyltransferase	472175	Nitratireductor basaltis	191	IPR029499	3..186
A0A084XYH2	unreviewed	Cobalamin adenosyltransferase	2954382	Candidatus Accumulibacter vicinus	186	IPR029499	4..177
A0A085B8H7	unreviewed	Corrinoid adenosyltransferase	1233951	Chryseobacterium sp. FH1	190	IPR029499	2..186
A0A085BEH4	unreviewed	Corrinoid adenosyltransferase	421072	Epilithonimonas lactis	190	IPR029499	2..186
A0A085F1Q8	unreviewed	Corrinoid adenosyltransferase	1502724	Devosia sp. LC5	198	IPR029499	3..186
A0A085FKK2	unreviewed	Cobalamin adenosyltransferase	1502852	Massilia sp. LC238	184	IPR029499	4..179
A0A085FP72	unreviewed	Corrinoid adenosyltransferase	1502851	Bosea sp. LC85	193	IPR029499	3..185
A0A085L9W5	unreviewed	Corrinoid adenosyltransferase	1487582	Peptococcaceae bacterium SCADC1_2_3	178	IPR029499	2..174
A0A085MFS6	unreviewed	[histone H3]-lysine(4) N-trimethyltransferase	68888	Trichuris suis	1773	IPR029499	1568..1746
A0A085TTB2	unreviewed	Corrinoid adenosyltransferase	1317124	Thioclava atlantica	190	IPR029499	5..184
A0A085VFY3	unreviewed	Corrinoid adenosyltransferase	317	Pseudomonas syringae	191	IPR029499	4..187
A0A085VJH5	unreviewed	Corrinoid adenosyltransferase	317	Pseudomonas syringae	191	IPR029499	4..187
A0A085W5V7	unreviewed	Corrinoid adenosyltransferase	394096	Hyalangium minutum	186	IPR029499	2..179
A0A085Z7H8	unreviewed	Corrinoid adenosyltransferase	236814	Chryseobacterium formosense	189	IPR029499	2..186
A0A085ZDC0	unreviewed	Corrinoid adenosyltransferase	362418	Flavobacterium reichenbachii	189	IPR029499	2..185
A0A085ZHK7	unreviewed	Corrinoid adenosyltransferase	421531	Chryseobacterium luteum	189	IPR029499	2..186
A0A086A9Q8	unreviewed	Corrinoid adenosyltransferase	445961	Chryseobacterium soli	189	IPR029499	2..186
A0A086AFZ2	unreviewed	Corrinoid adenosyltransferase	1233950	Chryseobacterium sp. JM1	189	IPR029499	2..186
A0A086AM13	unreviewed	Corrinoid adenosyltransferase	991	Flavobacterium hydatis	189	IPR029499	2..185
A0A086B714	unreviewed	Corrinoid adenosyltransferase	558152	Chryseobacterium piperi	189	IPR029499	2..186
A0A086MFL5	unreviewed	Corrinoid adenosyltransferase	1549810	Microvirga sp. BSC39	191	IPR029499	5..185
A0A086MXP2	unreviewed	Corrinoid adenosyltransferase	67332	Streptomyces mutabilis	190	IPR029499	4..182
A0A086P797	unreviewed	Corrinoid adenosyltransferase	1219045	Sphingobium herbicidovorans (strain ATCC 700291 / DSM 11019 / CCUG 56400 / KCTC 2939 / LMG 18315 / NBRC 16415 / MH)	189	IPR029499	3..180
A0A086WCB8	unreviewed	Cobalamin adenosyltransferase	1549812	Massilia sp. BSC265	184	IPR029499	4..179
A0A086Y7K3	unreviewed	Corrinoid adenosyltransferase	195105	Haematobacter massiliensis	190	IPR029499	5..184
A0A086Y9G6	unreviewed	Corrinoid adenosyltransferase	1105367	Paenirhodobacter enshiensis	191	IPR029499	5..184
A0A087C073	unreviewed	Corrinoid adenosyltransferase	1437603	Bifidobacterium mongoliense DSM 21395	179	IPR029499	2..175
A0A087F903	unreviewed	Corrinoid adenosyltransferase	633150	Pseudomonas sp. 1-7	191	IPR029499	4..187
A0A087KFU5	unreviewed	Corrinoid adenosyltransferase	1525753	Streptomyces sp. JS01	190	IPR029499	4..182
A0A087M334	unreviewed	Corrinoid adenosyltransferase	46914	Devosia riboflavina	178	IPR029499	4..169
A0A087MJY1	unreviewed	Corrinoid adenosyltransferase	1121014	Arenimonas donghaensis DSM 18148 = HO3-R19	184	IPR029499	4..179
A0A087N1U9	unreviewed	Corrinoid adenosyltransferase	1473546	Lysinibacillus sp. BF-4	186	IPR029499	2..180
A0A087N8J1	unreviewed	Corrinoid adenosyltransferase	1522072	Sphingobium sp. ba1	189	IPR029499	3..183
A0A087RAW8	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	9233	Aptenodytes forsteri	189	IPR029499	11..187
A0A087RS49	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1502291	Marine Group I thaumarchaeote SCGC AAA799-D11	108	IPR029499	10..107
A0A087RWZ8	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1503183	Marine Group I thaumarchaeote SCGC RSA3	108	IPR029499	10..107
A0A087S2T2	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1502295	Marine Group I thaumarchaeote SCGC AAA799-P11	178	IPR029499	2..177
A0A087S6B6	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1502289	Marine Group I thaumarchaeote SCGC AAA799-B03	178	IPR029499	2..177
A0A087SUE7	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	3075	Auxenochlorella protothecoides	187	IPR029499	2..185
A0A087TK96	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	407821	Stegodyphus mimosarum	214	IPR029499	25..211
A0A087V7D0	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	100784	Balearica regulorum gibbericeps	146	IPR029499	1..144
A0A087X114	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	9606	Homo sapiens	97	IPR029499	27..97
A0A087Y4N9	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	48698	Poecilia formosa	230	IPR029499	37..229
A0A088E6V0	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	43687	Metallosphaera sedula	176	IPR029499	3..173
A0A088E7V6	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	43687	Metallosphaera sedula	175	IPR029499	2..170
A0A088QEP5	unreviewed	Corrinoid adenosyltransferase	1487956	Corynebacterium sp. ATCC 6931	206	IPR029499	4..180
A0A088RSA6	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	5679	Leishmania panamensis	376	IPR029499	146..374
A0A088TM48	unreviewed	Corrinoid adenosyltransferase	1541959	Candidatus Izimaplasma bacterium HR1	179	IPR029499	7..178
A0A089HNY3	unreviewed	Corrinoid adenosyltransferase	44251	Paenibacillus durus	189	IPR029499	2..178
A0A089IEQ7	unreviewed	Corrinoid adenosyltransferase	1536775	Paenibacillus sp. FSL H7-0737	188	IPR029499	3..181
A0A089J6Z1	unreviewed	Corrinoid adenosyltransferase	1536774	Paenibacillus sp. FSL H7-0357	187	IPR029499	2..180
A0A089K016	unreviewed	Corrinoid adenosyltransferase	1536771	Paenibacillus sp. FSL R5-0912	188	IPR029499	2..181
A0A089KAC5	unreviewed	Corrinoid adenosyltransferase	1536772	Paenibacillus sp. FSL R7-0273	187	IPR029499	2..180
A0A089KT80	unreviewed	Corrinoid adenosyltransferase	1536773	Paenibacillus sp. FSL R7-0331	187	IPR029499	2..180
A0A089LNT2	unreviewed	Corrinoid adenosyltransferase	169760	Paenibacillus stellifer	187	IPR029499	2..179
A0A089M3U9	unreviewed	Corrinoid adenosyltransferase	189425	Paenibacillus graminis	187	IPR029499	2..180
A0A089ML96	unreviewed	Corrinoid adenosyltransferase	160799	Paenibacillus borealis	188	IPR029499	2..180
A0A089NZ48	unreviewed	Corrinoid adenosyltransferase	693986	Methylobacterium oryzae CBMB20	190	IPR029499	3..184
A0A089WSZ0	unreviewed	Corrinoid adenosyltransferase	157783	Pseudomonas cremoricolorata	188	IPR029499	4..182
A0A089X9E2	unreviewed	Corrinoid adenosyltransferase	1907	Streptomyces glaucescens	190	IPR029499	4..181
A0A089YJT0	unreviewed	Corrinoid adenosyltransferase	216142	Pseudomonas rhizosphaerae	186	IPR029499	4..183
A0A090B603	unreviewed	Corrinoid adenosyltransferase	470	Acinetobacter baumannii	192	IPR029499	4..187
A0A090BVX1	unreviewed	Corrinoid adenosyltransferase	40754	Thioploca ingrica	181	IPR029499	3..174
A0A090DKN8	unreviewed	Corrinoid adenosyltransferase	408180	Mesorhizobium sp. ORS 3324	193	IPR029499	3..187
A0A090DZC5	unreviewed	Corrinoid adenosyltransferase	1437425	Criblamydia sequanensis CRIB-18	194	IPR029499	4..189
A0A090ERM7	unreviewed	Corrinoid adenosyltransferase	408184	Mesorhizobium sp. ORS 3359	193	IPR029499	3..187
A0A090FER9	unreviewed	Corrinoid adenosyltransferase	69974	Mesorhizobium plurifarium	193	IPR029499	3..187
A0A090FTK4	unreviewed	Corrinoid adenosyltransferase	69974	Mesorhizobium plurifarium	193	IPR029499	3..187
A0A090FYX3	unreviewed	Corrinoid adenosyltransferase	69974	Mesorhizobium plurifarium	193	IPR029499	3..187
A0A090GJU7	unreviewed	Corrinoid adenosyltransferase	1505946	Mesorhizobium sp. SOD10	193	IPR029499	3..187
A0A090IS30	unreviewed	Corrinoid adenosyltransferase	35841	Caldibacillus thermoamylovorans	185	IPR029499	2..178
A0A090KUD2	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	34506	Strongyloides ratti	219	IPR029499	6..197
A0A090KV24	unreviewed	Corrinoid adenosyltransferase	35841	Caldibacillus thermoamylovorans	195	IPR029499	2..180
A0A090N6H4	unreviewed	Corrinoid adenosyltransferase	1035	Afipia felis	190	IPR029499	4..184
A0A090Q364	unreviewed	Corrinoid adenosyltransferase	323273	Nonlabens tegetincola	190	IPR029499	2..186
A0A090QVF8	unreviewed	Corrinoid adenosyltransferase	906888	Nonlabens ulvanivorans	190	IPR029499	2..185
A0A090W381	unreviewed	Corrinoid adenosyltransferase	504487	Jejuia pallidilutea	190	IPR029499	2..185
A0A090X6Q1	unreviewed	Corrinoid adenosyltransferase	221126	Algibacter lectus	190	IPR029499	2..185
A0A090YZU1	unreviewed	Corrinoid adenosyltransferase	2338372	Bacillus clarus	193	IPR029499	2..179
A0A090Z9J5	unreviewed	Corrinoid adenosyltransferase	44252	Paenibacillus macerans	189	IPR029499	3..180
A0A091AQV3	unreviewed	Corrinoid adenosyltransferase	1384056	Arenimonas metalli CF5-1	184	IPR029499	4..179
A0A091AT55	unreviewed	Corrinoid adenosyltransferase	1121015	Arenimonas oryziterrae DSM 21050 = YC6267	184	IPR029499	4..179
A0A091B6Q8	unreviewed	Corrinoid adenosyltransferase	1384054	Arenimonas malthae CC-JY-1	184	IPR029499	4..179
A0A091BCN8	unreviewed	Corrinoid adenosyltransferase	1121013	Arenimonas composti TR7-09 = DSM 18010	185	IPR029499	4..179
A0A091C3S6	unreviewed	Corrinoid adenosyltransferase	1302648	Tetragenococcus muriaticus 3MR10-3	209	IPR029499	2..195
A0A091C6Q6	unreviewed	Corrinoid adenosyltransferase	1302649	Tetragenococcus muriaticus PMC-11-5	209	IPR029499	2..195
A0A091CZR9	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	885580	Fukomys damarensis	163	IPR029499	18..163
A0A091ESA6	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	85066	Corvus brachyrhynchos	178	IPR029499	1..175
A0A091G088	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	55661	Cuculus canorus	208	IPR029499	12..205
A0A091HIK7	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	175836	Buceros rhinoceros silvestris	146	IPR029499	1..144
A0A091HJ16	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	9244	Calypte anna	187	IPR029499	1..186
A0A091IKG1	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	188379	Egretta garzetta	146	IPR029499	1..144
A0A091LR15	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	54380	Cariama cristata	146	IPR029499	1..143
A0A091MXT3	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	57397	Apaloderma vittatum	126	IPR029499	1..125
A0A091NC95	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	57068	Acanthisitta chloris	190	IPR029499	2..187
A0A091P3L7	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	8969	Haliaeetus albicilla	146	IPR029499	1..143
A0A091Q2I2	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	188344	Leptosomus discolor	146	IPR029499	1..144
A0A091R8X8	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	54374	Mesitornis unicolor	196	IPR029499	4..193
A0A091SXT9	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	36300	Pelecanus crispus	127	IPR029499	1..124
A0A091UM75	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	128390	Nipponia nippon	214	IPR029499	19..212
A0A091W069	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	30419	Opisthocomus hoazin	145	IPR029499	1..144
A0A093CHC4	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	121530	Tauraco erythrolophus	146	IPR029499	2..144
A0A093ERE6	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	56313	Tyto alba	146	IPR029499	1..143
A0A093H487	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	118200	Dryobates pubescens	185	IPR029499	7..182
A0A093I0Y7	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	441894	Struthio camelus australis	145	IPR029499	1..144
A0A093J8T8	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	30455	Fulmarus glacialis	146	IPR029499	1..144
A0A093QGV0	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	328815	Manacus vitellinus	146	IPR029499	1..143
A0A093QV28	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	9238	Pygoscelis adeliae	146	IPR029499	1..144
A0A093THQ9	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	9209	Phalacrocorax carbo	146	IPR029499	1..143
A0A094IL31	unreviewed	Corrinoid adenosyltransferase	1541960	Candidatus Izimaplasma bacterium HR2	180	IPR029499	7..177
A0A094K0S3	unreviewed	Corrinoid adenosyltransferase	1535751	Anoxybacillus sp. KU2-6(11)	195	IPR029499	2..180
A0A094MG84	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	279965	Antrostomus carolinensis	146	IPR029499	1..144
A0A094PF36	unreviewed	Corrinoid adenosyltransferase	1504318	actinobacterium acAMD-2	193	IPR029499	4..185
A0A094PFI0	unreviewed	Corrinoid adenosyltransferase	1504319	actinobacterium acAMD-5	189	IPR029499	4..179
A0A094PZA1	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	449393	freshwater metagenome	192	IPR029499	5..183
A0A094Q0X6	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	449393	freshwater metagenome	190	IPR029499	4..181
A0A094QB69	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	449393	freshwater metagenome	190	IPR029499	4..180
A0A094QMA1	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	449393	freshwater metagenome	190	IPR029499	4..181
A0A094QP08	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	449393	freshwater metagenome	145	IPR029499	9..139
A0A094RHQ2	unreviewed	Corrinoid adenosyltransferase	1504321	actinobacterium acIB-AMD-6	191	IPR029499	4..182
A0A094S8K5	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	449393	freshwater metagenome	190	IPR029499	4..181
A0A094Z056	unreviewed	Corrinoid adenosyltransferase	1218173	Alkalihalobacillus alcalophilus ATCC 27647 = CGMCC 1.3604	194	IPR029499	2..182
A0A095B0E1	unreviewed	Corrinoid adenosyltransferase	104102	Acetobacter tropicalis	186	IPR029499	4..183
A0A095BBQ5	unreviewed	Corrinoid adenosyltransferase	1120705	Sphingopyxis sp. LC363	193	IPR029499	3..182
A0A095BYN7	unreviewed	Corrinoid adenosyltransferase	1502850	Sphingopyxis sp. LC81	193	IPR029499	3..182
A0A095SL98	unreviewed	Corrinoid adenosyltransferase	1177154	Alcanivorax nanhaiticus	185	IPR029499	4..182
A0A095UFM6	unreviewed	Corrinoid adenosyltransferase	1532558	Rhizobium sp. YS-1r	190	IPR029499	3..184
A0A095UXR4	unreviewed	Cobalamin adenosyltransferase	1532557	Achromobacter sp. RTa	184	IPR029499	4..178
A0A095V0Q6	unreviewed	Corrinoid adenosyltransferase	1453498	Flavobacterium aquatile LMG 4008 = ATCC 11947	189	IPR029499	2..185
A0A095WE23	unreviewed	Cobalamin adenosyltransferase	28095	Burkholderia gladioli	183	IPR029499	4..179
A0A095Y1C1	unreviewed	Corrinoid adenosyltransferase	1284775	Prevotella sp. S7-1-8	171	IPR029499	1..169
A0A095ZDQ3	unreviewed	Corrinoid adenosyltransferase	1401074	Hoylesella buccalis DNF00853	183	IPR029499	2..180
A0A096A5D0	unreviewed	Corrinoid adenosyltransferase	1287475	Corynebacterium freneyi DNF00450	202	IPR029499	4..179
A0A096AQN3	unreviewed	Corrinoid adenosyltransferase	1401075	Prevotella disiens DNF00882	185	IPR029499	2..182
A0A096BAZ3	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	742738	Flavonifractor plautii 1_3_50AFAA	327	IPR029499	3..173
